id,string,data,float64
59925,Dmitry,2026-11-06,316.568
59949,Dmitry,2026-11-06,963.253
59998,Dmitry,2026-11-03,930.029
60018,Dmitry,2026-11-04,942.421
60080,Dmitry,2026-11-05,689.957
60135,Dmitry,2026-11-02,985.142
60140,Dmitry,2026-11-08,80.8094
60153,Dmitry,2026-11-09,678.607
60213,Dmitry,2026-11-03,690.708
60217,Dmitry,2026-11-07,739.525
60231,Dmitry,2026-11-05,53.3498
60232,Dmitry,2026-11-06,2.56178
60239,Dmitry,2026-11-09,403.342
60260,Dmitry,2026-11-01,710.83
60271,Dmitry,2026-11-10,558.474
60302,Dmitry,2026-11-05,13.4684
60339,Dmitry,2026-11-04,175.962
60348,Dmitry,2026-11-10,636.932
60356,Dmitry,2026-11-09,168.26
60369,Dmitry,2026-11-03,722.436
60370,Dmitry,2026-11-01,761.438
60403,Dmitry,2026-11-07,668.744
60421,Dmitry,2026-11-10,794.392
60497,Dmitry,2026-11-01,332.821
60524,Dmitry,2026-11-06,149.651
60535,Dmitry,2026-11-01,874.515
60587,Dmitry,2026-11-02,286.265
60616,Dmitry,2026-11-08,9.75171
60702,Dmitry,2026-11-07,682.1
60714,Dmitry,2026-11-05,178.808
60749,Dmitry,2026-11-05,595.889
60756,Dmitry,2026-11-09,271.566
60768,Dmitry,2026-11-05,538.538
60802,Dmitry,2026-11-09,218.353
60819,Dmitry,2026-11-05,81.814
60864,Dmitry,2026-11-06,656.562
60902,Dmitry,2026-11-01,518.312
60912,Dmitry,2026-11-03,510.207
60942,Dmitry,2026-11-04,342.569
61071,Dmitry,2026-11-10,3.28498
61075,Dmitry,2026-11-09,125.304
61080,Dmitry,2026-11-01,517.167
61085,Dmitry,2026-11-03,115.886
61094,Dmitry,2026-11-03,737.178
61151,Dmitry,2026-11-07,65.7903
61155,Dmitry,2026-11-06,155.639
61213,Dmitry,2026-11-08,948.233
61220,Dmitry,2026-11-06,385.758
61288,Dmitry,2026-11-01,579.073
61294,Dmitry,2026-11-10,85.6778
61308,Dmitry,2026-11-05,401.754
61320,Dmitry,2026-11-09,503.587
61367,Dmitry,2026-11-05,361.947
61515,Dmitry,2026-11-04,961.586
61612,Dmitry,2026-11-02,378.755
61661,Dmitry,2026-11-07,369.722
61686,Dmitry,2026-11-02,246.9
61693,Dmitry,2026-11-04,470.653
61712,Dmitry,2026-11-09,76.3329
61782,Dmitry,2026-11-04,353.86
61799,Dmitry,2026-11-03,331.232
61829,Dmitry,2026-11-01,114.011
61861,Dmitry,2026-11-10,916.699
61933,Dmitry,2026-11-06,999.627
61989,Dmitry,2026-11-02,377.456
62013,Dmitry,2026-11-10,773.165
62044,Dmitry,2026-11-05,358.035
62110,Dmitry,2026-11-01,536.838
62195,Dmitry,2026-11-10,112.915
62217,Dmitry,2026-11-04,786.98
62237,Dmitry,2026-11-08,927.512
62262,Dmitry,2026-11-01,884.929
62284,Dmitry,2026-11-06,576.997
62286,Dmitry,2026-11-05,332.753
62318,Dmitry,2026-11-03,750.181
62351,Dmitry,2026-11-04,102.984
62371,Dmitry,2026-11-01,487.347
62375,Dmitry,2026-11-01,46.7112
62395,Dmitry,2026-11-05,889.495
62404,Dmitry,2026-11-06,165.8
62407,Dmitry,2026-11-04,368.655
62429,Dmitry,2026-11-06,384.158
62452,Dmitry,2026-11-10,776.642
62455,Dmitry,2026-11-06,600.144
62458,Dmitry,2026-11-02,190.091
62485,Dmitry,2026-11-09,732.081
62519,Dmitry,2026-11-04,280.426
62670,Dmitry,2026-11-07,561.634
62709,Dmitry,2026-11-05,626.361
62756,Dmitry,2026-11-02,333.531
62828,Dmitry,2026-11-02,141.926
62881,Dmitry,2026-11-09,885.514
62890,Dmitry,2026-11-10,314.61
62924,Dmitry,2026-11-09,778.415
62947,Dmitry,2026-11-05,582.037
62953,Dmitry,2026-11-06,755.733
62954,Dmitry,2026-11-03,237.898
62964,Dmitry,2026-11-01,281.222
62980,Dmitry,2026-11-01,485.207
63000,Dmitry,2026-11-09,493.175
63021,Dmitry,2026-11-01,700.146
63033,Dmitry,2026-11-07,132.334
63044,Dmitry,2026-11-08,886.754
63077,Dmitry,2026-11-10,859.832
63100,Dmitry,2026-11-10,883.423
63112,Dmitry,2026-11-06,107.534
63131,Dmitry,2026-11-05,673.639
63140,Dmitry,2026-11-08,359.202
63166,Dmitry,2026-11-07,117.396
63204,Dmitry,2026-11-01,865.087
63275,Dmitry,2026-11-06,97.9261
63297,Dmitry,2026-11-07,316.702
63312,Dmitry,2026-11-06,552.072
63356,Dmitry,2026-11-05,280.961
63402,Dmitry,2026-11-05,724.95
63455,Dmitry,2026-11-07,56.7516
63521,Dmitry,2026-11-05,837.847
63578,Dmitry,2026-11-07,225.862
63614,Dmitry,2026-11-04,723.964
63727,Dmitry,2026-11-07,371.494
63729,Dmitry,2026-11-03,404.785
63730,Dmitry,2026-11-05,680.149
63761,Dmitry,2026-11-06,710.544
63774,Dmitry,2026-11-01,943.899
63867,Dmitry,2026-11-05,864.322
63888,Dmitry,2026-11-03,564.577
63934,Dmitry,2026-11-04,134.213
63944,Dmitry,2026-11-02,366.247
63949,Dmitry,2026-11-10,158.125
63950,Dmitry,2026-11-07,15.5868
63992,Dmitry,2026-11-04,854.16
64041,Dmitry,2026-11-04,224.52
64054,Dmitry,2026-11-05,298.917
64070,Dmitry,2026-11-05,574.877
64075,Dmitry,2026-11-03,477.9
64082,Dmitry,2026-11-06,127
64112,Dmitry,2026-11-07,471.921
64169,Dmitry,2026-11-02,533.371
64198,Dmitry,2026-11-10,668.239
64216,Dmitry,2026-11-06,636.088
64252,Dmitry,2026-11-09,136.991
64321,Dmitry,2026-11-02,127.904
64325,Dmitry,2026-11-03,594.019
64360,Dmitry,2026-11-07,441.563
64363,Dmitry,2026-11-01,435.597
64368,Dmitry,2026-11-07,248.796
64479,Dmitry,2026-11-01,386.893
64562,Dmitry,2026-11-04,897.909
64583,Dmitry,2026-11-04,892.191
64606,Dmitry,2026-11-06,724.444
64668,Dmitry,2026-11-07,984.941
64675,Dmitry,2026-11-04,890.431
64701,Dmitry,2026-11-03,153.285
64715,Dmitry,2026-11-09,299.17
64719,Dmitry,2026-11-07,853.124
64759,Dmitry,2026-11-07,348.574
64803,Dmitry,2026-11-08,421.562
64812,Dmitry,2026-11-04,581.581
64813,Dmitry,2026-11-09,285.471
64821,Dmitry,2026-11-01,988.417
64907,Dmitry,2026-11-08,293.133
65099,Dmitry,2026-11-08,466.705
65121,Dmitry,2026-11-02,878.858
65156,Dmitry,2026-11-08,432.359
65192,Dmitry,2026-11-07,774.878
65193,Dmitry,2026-11-02,470.042
65194,Dmitry,2026-11-06,477.145
65195,Dmitry,2026-11-08,83.3707
65221,Dmitry,2026-11-05,115.174
65222,Dmitry,2026-11-02,943.506
65247,Dmitry,2026-11-02,39.3305
65259,Dmitry,2026-11-02,288.853
65309,Dmitry,2026-11-06,618.51
65326,Dmitry,2026-11-01,21.6723
65466,Dmitry,2026-11-05,791.131
65527,Dmitry,2026-11-02,416.84
65558,Dmitry,2026-11-05,886.348
65581,Dmitry,2026-11-06,149.041
65629,Dmitry,2026-11-06,916.91
65659,Dmitry,2026-11-05,329.174
65683,Dmitry,2026-11-03,237.447
65692,Dmitry,2026-11-05,781.525
65704,Dmitry,2026-11-04,468.98
65711,Dmitry,2026-11-01,898.161
65719,Dmitry,2026-11-10,56.4918
65759,Dmitry,2026-11-08,557.695
65769,Dmitry,2026-11-05,48.1462
65774,Dmitry,2026-11-07,809.281
65779,Dmitry,2026-11-05,951.722
65784,Dmitry,2026-11-02,107.108
65811,Dmitry,2026-11-07,204.193
65813,Dmitry,2026-11-07,974.103
65836,Dmitry,2026-11-04,421.935
65846,Dmitry,2026-11-09,380.348
65911,Dmitry,2026-11-09,660.165
65915,Dmitry,2026-11-02,184.696
65926,Dmitry,2026-11-02,525.946
65955,Dmitry,2026-11-01,154.739
65972,Dmitry,2026-11-01,917.753
66041,Dmitry,2026-11-07,499.22
66049,Dmitry,2026-11-08,106.677
66061,Dmitry,2026-11-04,215.839
66091,Dmitry,2026-11-05,77.1668
66093,Dmitry,2026-11-02,72.2832
66158,Dmitry,2026-11-10,63.0418
66161,Dmitry,2026-11-02,708.81
66164,Dmitry,2026-11-09,540.25
66175,Dmitry,2026-11-07,189.227
66178,Dmitry,2026-11-03,568.173
66225,Dmitry,2026-11-01,130.404
66237,Dmitry,2026-11-09,519.041
66253,Dmitry,2026-11-05,347.888
66296,Dmitry,2026-11-01,482.947
66310,Dmitry,2026-11-03,272.82
66405,Dmitry,2026-11-03,729.611
66411,Dmitry,2026-11-01,438.193
66465,Dmitry,2026-11-06,327.1
66491,Dmitry,2026-11-08,201.773
66498,Dmitry,2026-11-03,836.719
66518,Dmitry,2026-11-01,966.731
66524,Dmitry,2026-11-02,891.665
66606,Dmitry,2026-11-01,182.993
66632,Dmitry,2026-11-07,889.162
66633,Dmitry,2026-11-04,376.082
66672,Dmitry,2026-11-02,550.819
66677,Dmitry,2026-11-02,586.279
66687,Dmitry,2026-11-10,852.21
66694,Dmitry,2026-11-05,804.634
66744,Dmitry,2026-11-07,150.578
66760,Dmitry,2026-11-10,466.569
66786,Dmitry,2026-11-01,597.144
66805,Dmitry,2026-11-06,979.715
66833,Dmitry,2026-11-10,898.309
66853,Dmitry,2026-11-06,160.77
66858,Dmitry,2026-11-02,906.826
66882,Dmitry,2026-11-08,351.739
66898,Dmitry,2026-11-06,168.679
66900,Dmitry,2026-11-05,548.067
66926,Dmitry,2026-11-05,149.694
66973,Dmitry,2026-11-04,279.237
66994,Dmitry,2026-11-01,494.635
67018,Dmitry,2026-11-10,818.341
67062,Dmitry,2026-11-04,298.973
67072,Dmitry,2026-11-04,891.147
67073,Dmitry,2026-11-05,129.197
67079,Dmitry,2026-11-10,439.074
67197,Dmitry,2026-11-07,116.131
67199,Dmitry,2026-11-01,24.0203
67240,Dmitry,2026-11-06,897.506
67259,Dmitry,2026-11-07,764.708
67290,Dmitry,2026-11-02,114.635
67327,Dmitry,2026-11-01,686.557
67337,Dmitry,2026-11-04,650.206
67374,Dmitry,2026-11-06,799.823
67392,Dmitry,2026-11-02,614.14
67441,Dmitry,2026-11-09,43.7802
67452,Dmitry,2026-11-05,708.881
67474,Dmitry,2026-11-04,959.071
67475,Dmitry,2026-11-08,685.719
67528,Dmitry,2026-11-01,627.659
67535,Dmitry,2026-11-10,784.327
67577,Dmitry,2026-11-05,158.579
67606,Dmitry,2026-11-01,272.175
67610,Dmitry,2026-11-06,921.847
67614,Dmitry,2026-11-04,84.4824
67632,Dmitry,2026-11-07,438.757
67640,Dmitry,2026-11-01,997.385
67656,Dmitry,2026-11-10,71.9591
67729,Dmitry,2026-11-06,969.957
67752,Dmitry,2026-11-07,437.062
67812,Dmitry,2026-11-03,774.474
67839,Dmitry,2026-11-02,364.541
67841,Dmitry,2026-11-02,916.638
67853,Dmitry,2026-11-03,431.649
67858,Dmitry,2026-11-01,486.654
67920,Dmitry,2026-11-05,213.194
67932,Dmitry,2026-11-06,415.693
68014,Dmitry,2026-11-03,888.256
68025,Dmitry,2026-11-01,133.311
68125,Dmitry,2026-11-09,873.388
68144,Dmitry,2026-11-07,68.4251
68165,Dmitry,2026-11-03,460.85
68189,Dmitry,2026-11-10,911.018
68202,Dmitry,2026-11-09,133.265
68228,Dmitry,2026-11-04,947.535
68245,Dmitry,2026-11-08,544.011
68287,Dmitry,2026-11-01,932.729
68308,Dmitry,2026-11-07,508.176
68320,Dmitry,2026-11-05,568.58
68383,Dmitry,2026-11-02,627.544
68425,Dmitry,2026-11-03,426.456
68450,Dmitry,2026-11-09,547.092
68456,Dmitry,2026-11-02,651.543
68483,Dmitry,2026-11-10,795.721
68490,Dmitry,2026-11-08,353.364
68522,Dmitry,2026-11-01,128.057
68545,Dmitry,2026-11-03,632.385
68565,Dmitry,2026-11-02,731.189
68584,Dmitry,2026-11-08,970.348
68597,Dmitry,2026-11-07,285.621
68705,Dmitry,2026-11-07,383.588
68720,Dmitry,2026-11-04,23.0246
68728,Dmitry,2026-11-06,19.4677
68744,Dmitry,2026-11-09,364.434
68806,Dmitry,2026-11-10,702.345
68817,Dmitry,2026-11-05,785.615
68867,Dmitry,2026-11-02,224.58
68894,Dmitry,2026-11-07,945.4
68902,Dmitry,2026-11-04,459.364
68946,Dmitry,2026-11-02,234.448
68950,Dmitry,2026-11-06,221.013
68951,Dmitry,2026-11-04,100.986
68952,Dmitry,2026-11-07,936.005
68986,Dmitry,2026-11-03,799.319
69001,Dmitry,2026-11-05,850.655
69042,Dmitry,2026-11-06,312.632
69047,Dmitry,2026-11-02,937.512
69057,Dmitry,2026-11-07,921.475
69087,Dmitry,2026-11-10,408.363
69137,Dmitry,2026-11-02,505.829
69156,Dmitry,2026-11-07,221.603
69215,Dmitry,2026-11-05,0.472958
69253,Dmitry,2026-11-08,941.708
69380,Dmitry,2026-11-01,969.752
69488,Dmitry,2026-11-03,944.766
69545,Dmitry,2026-11-09,669.736
69589,Dmitry,2026-11-02,577.8
69599,Dmitry,2026-11-08,783.819
69610,Dmitry,2026-11-03,355.374
69645,Dmitry,2026-11-02,237.019
69651,Dmitry,2026-11-03,315.005
69729,Dmitry,2026-11-03,868.409
69758,Dmitry,2026-11-03,295.483
69777,Dmitry,2026-11-07,949.485
69815,Dmitry,2026-11-03,455.029
69854,Dmitry,2026-11-10,204.495
69908,Dmitry,2026-11-09,703.686
69980,Dmitry,2026-11-06,707.695
69993,Dmitry,2026-11-04,231.82
70016,Dmitry,2026-11-06,846.569
70027,Dmitry,2026-11-08,147.211
70093,Dmitry,2026-11-05,600.017
70105,Dmitry,2026-11-08,392.681
70225,Dmitry,2026-11-03,535.64
70238,Dmitry,2026-11-08,854.243
70278,Dmitry,2026-11-04,681.716
70313,Dmitry,2026-11-10,278.925
70317,Dmitry,2026-11-08,481.624
70347,Dmitry,2026-11-08,162.821
70393,Dmitry,2026-11-09,198.521
70428,Dmitry,2026-11-10,371.323
70501,Dmitry,2026-11-09,361.445
70587,Dmitry,2026-11-10,988.103
70693,Dmitry,2026-11-03,199.255
70735,Dmitry,2026-11-05,555.108
70746,Dmitry,2026-11-04,618.422
70748,Dmitry,2026-11-08,860.831
70780,Dmitry,2026-11-09,338.757
70795,Dmitry,2026-11-05,40.0535
70846,Dmitry,2026-11-01,568.85
70897,Dmitry,2026-11-02,296.507
70912,Dmitry,2026-11-10,736.929
70970,Dmitry,2026-11-07,805.552
71003,Dmitry,2026-11-09,801.645
71072,Dmitry,2026-11-09,18.4825
71099,Dmitry,2026-11-08,340.325
71157,Dmitry,2026-11-07,61.1998
71167,Dmitry,2026-11-04,774.169
71181,Dmitry,2026-11-04,121.066
71193,Dmitry,2026-11-08,256.714
71209,Dmitry,2026-11-10,583.689
71248,Dmitry,2026-11-03,954.579
71268,Dmitry,2026-11-04,79.5044
71379,Dmitry,2026-11-03,649.104
71433,Dmitry,2026-11-04,712.068
71457,Dmitry,2026-11-01,101.236
71476,Dmitry,2026-11-02,394.772
71582,Dmitry,2026-11-04,781.628
71624,Dmitry,2026-11-06,392.245
71633,Dmitry,2026-11-02,421.183
71663,Dmitry,2026-11-01,197.048
71664,Dmitry,2026-11-07,549.578
71687,Dmitry,2026-11-04,780.297
71709,Dmitry,2026-11-05,326.754
71805,Dmitry,2026-11-08,343.384
71831,Dmitry,2026-11-09,90.2506
71884,Dmitry,2026-11-06,816.666
71965,Dmitry,2026-11-08,493.509
71971,Dmitry,2026-11-04,734.903
72020,Dmitry,2026-11-07,894.593
72104,Dmitry,2026-11-06,944.845
72125,Dmitry,2026-11-08,355.622
72127,Dmitry,2026-11-09,61.6536
72161,Dmitry,2026-11-06,907.629
72168,Dmitry,2026-11-03,346.266
72231,Dmitry,2026-11-06,488.436
72237,Dmitry,2026-11-05,431.725
72260,Dmitry,2026-11-03,938.451
72277,Dmitry,2026-11-01,512.712
72290,Dmitry,2026-11-06,261.137
72307,Dmitry,2026-11-06,991.461
72371,Dmitry,2026-11-01,313.441
72384,Dmitry,2026-11-10,784.491
72385,Dmitry,2026-11-05,386.649
72401,Dmitry,2026-11-09,583.879
72420,Dmitry,2026-11-06,64.3536
72426,Dmitry,2026-11-02,561.836
72475,Dmitry,2026-11-02,310.036
72522,Dmitry,2026-11-09,625.644
72601,Dmitry,2026-11-04,870.711
72603,Dmitry,2026-11-09,788.672
72629,Dmitry,2026-11-07,612.039
72675,Dmitry,2026-11-09,565.095
72678,Dmitry,2026-11-03,956.746
72687,Dmitry,2026-11-04,766.616
72716,Dmitry,2026-11-02,848.236
72724,Dmitry,2026-11-10,406.965
72748,Dmitry,2026-11-02,293.98
72795,Dmitry,2026-11-03,331.943
72816,Dmitry,2026-11-08,602.224
72833,Dmitry,2026-11-09,145.188
72837,Dmitry,2026-11-08,401.899
72838,Dmitry,2026-11-06,847.837
72908,Dmitry,2026-11-08,842.372
72927,Dmitry,2026-11-10,484.158
72940,Dmitry,2026-11-10,721.501
72948,Dmitry,2026-11-09,282.999
73022,Dmitry,2026-11-10,41.9429
73091,Dmitry,2026-11-03,321.271
73196,Dmitry,2026-11-04,963.715
73197,Dmitry,2026-11-10,597.195
73237,Dmitry,2026-11-09,62.5439
73249,Dmitry,2026-11-06,494.157
73250,Dmitry,2026-11-08,243.729
73265,Dmitry,2026-11-09,593.374
73307,Dmitry,2026-11-07,295.145
73348,Dmitry,2026-11-10,700.919
73353,Dmitry,2026-11-07,607.869
73358,Dmitry,2026-11-01,184.504
73548,Dmitry,2026-11-03,520.85
73627,Dmitry,2026-11-03,913.115
73665,Dmitry,2026-11-08,480.996
73716,Dmitry,2026-11-07,201.965
73721,Dmitry,2026-11-09,261.403
73765,Dmitry,2026-11-06,752.645
73780,Dmitry,2026-11-06,72.5581
73821,Dmitry,2026-11-04,717.295
73865,Dmitry,2026-11-09,734.934
73875,Dmitry,2026-11-05,943.086
73883,Dmitry,2026-11-09,921.567
73916,Dmitry,2026-11-03,27.1743
73945,Dmitry,2026-11-01,351.077
73947,Dmitry,2026-11-07,999.203
74015,Dmitry,2026-11-08,196.465
74035,Dmitry,2026-11-05,513.496
74043,Dmitry,2026-11-05,267.624
74047,Dmitry,2026-11-08,418.774
74057,Dmitry,2026-11-03,350.207
74156,Dmitry,2026-11-05,274.797
74157,Dmitry,2026-11-06,618.594
74171,Dmitry,2026-11-08,369.909
74179,Dmitry,2026-11-03,22.2904
74231,Dmitry,2026-11-01,576.131
74237,Dmitry,2026-11-01,333.679
74295,Dmitry,2026-11-07,247.729
74368,Dmitry,2026-11-07,110.152
74372,Dmitry,2026-11-07,537.44
74427,Dmitry,2026-11-10,662.486
74469,Dmitry,2026-11-08,786.97
74551,Dmitry,2026-11-05,617.094
74658,Dmitry,2026-11-06,44.6088
74660,Dmitry,2026-11-10,406.653
74685,Dmitry,2026-11-06,251.955
74739,Dmitry,2026-11-03,280.839
74805,Dmitry,2026-11-10,948.546
74828,Dmitry,2026-11-10,559.352
74829,Dmitry,2026-11-01,814.794
74839,Dmitry,2026-11-02,426.073
74849,Dmitry,2026-11-09,297.636
74853,Dmitry,2026-11-10,185.661
74879,Dmitry,2026-11-06,921.69
74886,Dmitry,2026-11-07,869.278
74896,Dmitry,2026-11-01,965.882
74921,Dmitry,2026-11-06,671.258
74930,Dmitry,2026-11-02,436.629
74940,Dmitry,2026-11-07,317.679
75010,Dmitry,2026-11-07,187.866
75011,Dmitry,2026-11-02,967.644
75012,Dmitry,2026-11-10,390.283
75038,Dmitry,2026-11-02,483.006
75107,Dmitry,2026-11-01,191.665
75117,Dmitry,2026-11-04,87.5811
75124,Dmitry,2026-11-03,740.105
75218,Dmitry,2026-11-07,246.141
75224,Dmitry,2026-11-01,692.893
75245,Dmitry,2026-11-01,219.625
75288,Dmitry,2026-11-02,577.735
75296,Dmitry,2026-11-03,919.084
75331,Dmitry,2026-11-04,585.901
75338,Dmitry,2026-11-02,771.975
75339,Dmitry,2026-11-10,468.57
75391,Dmitry,2026-11-01,758.784
75401,Dmitry,2026-11-09,591.778
75418,Dmitry,2026-11-09,290.393
75476,Dmitry,2026-11-08,398.383
75517,Dmitry,2026-11-07,30.0546
75595,Dmitry,2026-11-01,711.026
75667,Dmitry,2026-11-01,114.126
75683,Dmitry,2026-11-07,597.537
75756,Dmitry,2026-11-07,556.579
75759,Dmitry,2026-11-10,691.082
75762,Dmitry,2026-11-06,137.282
75765,Dmitry,2026-11-10,845.032
75814,Dmitry,2026-11-08,615.838
75819,Dmitry,2026-11-01,172.786
75844,Dmitry,2026-11-01,605.693
75859,Dmitry,2026-11-07,672.923
75904,Dmitry,2026-11-10,42.1857
75958,Dmitry,2026-11-08,6.41906
76049,Dmitry,2026-11-06,544.494
76057,Dmitry,2026-11-05,982.338
76075,Dmitry,2026-11-03,756.608
76091,Dmitry,2026-11-01,609.057
76129,Dmitry,2026-11-03,235.682
76141,Dmitry,2026-11-04,466.266
76144,Dmitry,2026-11-10,600.013
76238,Dmitry,2026-11-06,366.208
76255,Dmitry,2026-11-02,711.856
76337,Dmitry,2026-11-01,136.328
76368,Dmitry,2026-11-09,29.1284
76463,Dmitry,2026-11-09,316.66
76465,Dmitry,2026-11-01,889.83
76470,Dmitry,2026-11-01,244.678
76503,Dmitry,2026-11-01,885.149
76509,Dmitry,2026-11-10,562.681
76529,Dmitry,2026-11-04,725.01
76556,Dmitry,2026-11-01,498.511
76616,Dmitry,2026-11-03,895.986
76690,Dmitry,2026-11-10,164.711
76732,Dmitry,2026-11-07,225.356
76741,Dmitry,2026-11-08,965.268
76761,Dmitry,2026-11-02,914.704
76802,Dmitry,2026-11-10,654.985
76828,Dmitry,2026-11-05,714.711
76840,Dmitry,2026-11-04,477.57
76885,Dmitry,2026-11-08,572.506
76919,Dmitry,2026-11-02,390.708
76924,Dmitry,2026-11-01,188.916
76930,Dmitry,2026-11-05,650.12
76953,Dmitry,2026-11-06,539.27
76955,Dmitry,2026-11-08,22.5291
77004,Dmitry,2026-11-10,299.816
77005,Dmitry,2026-11-05,623.154
77055,Dmitry,2026-11-08,507.192
77097,Dmitry,2026-11-09,989.322
77145,Dmitry,2026-11-09,490.014
77180,Dmitry,2026-11-06,275.816
77192,Dmitry,2026-11-02,976.581
77217,Dmitry,2026-11-06,42.5344
77261,Dmitry,2026-11-01,91.0357
77331,Dmitry,2026-11-10,107.567
77336,Dmitry,2026-11-03,345.963
77375,Dmitry,2026-11-06,227.645
77384,Dmitry,2026-11-02,63.8842
77422,Dmitry,2026-11-10,119.968
77442,Dmitry,2026-11-01,457.442
77451,Dmitry,2026-11-07,70.277
77462,Dmitry,2026-11-06,821.109
77502,Dmitry,2026-11-06,452.717
77522,Dmitry,2026-11-08,22.5636
77528,Dmitry,2026-11-06,969.594
77532,Dmitry,2026-11-09,936.833
77543,Dmitry,2026-11-04,744.852
77557,Dmitry,2026-11-10,862.752
77571,Dmitry,2026-11-08,777.363
77609,Dmitry,2026-11-08,426.153
77657,Dmitry,2026-11-10,938.387
77777,Dmitry,2026-11-05,300.974
77778,Dmitry,2026-11-10,62.6516
77934,Dmitry,2026-11-07,423.838
77957,Dmitry,2026-11-09,218.894
78023,Dmitry,2026-11-04,851.183
78028,Dmitry,2026-11-07,980.718
78050,Dmitry,2026-11-04,876.786
78071,Dmitry,2026-11-08,928.62
78086,Dmitry,2026-11-07,753.498
78138,Dmitry,2026-11-03,188.491
78139,Dmitry,2026-11-05,702.699
78147,Dmitry,2026-11-08,477.405
78161,Dmitry,2026-11-09,342.148
78186,Dmitry,2026-11-07,131.027
78215,Dmitry,2026-11-07,179.407
78316,Dmitry,2026-11-05,470.127
78340,Dmitry,2026-11-10,924.88
78382,Dmitry,2026-11-01,157.317
78429,Dmitry,2026-11-01,171.645
78452,Dmitry,2026-11-01,259.409
78469,Dmitry,2026-11-08,519.152
78490,Dmitry,2026-11-01,954.718
78493,Dmitry,2026-11-08,517.564
78526,Dmitry,2026-11-10,238.307
78582,Dmitry,2026-11-02,99.1619
78598,Dmitry,2026-11-09,200.587
78611,Dmitry,2026-11-02,472.854
78665,Dmitry,2026-11-06,424.718
78686,Dmitry,2026-11-01,612.994
78706,Dmitry,2026-11-03,817.993
78723,Dmitry,2026-11-07,213.213
78749,Dmitry,2026-11-03,446.669
78754,Dmitry,2026-11-04,164.358
78768,Dmitry,2026-11-06,526.565
78772,Dmitry,2026-11-07,341.544
78821,Dmitry,2026-11-02,652.668
78860,Dmitry,2026-11-09,376.567
78914,Dmitry,2026-11-03,522.388
78944,Dmitry,2026-11-01,211.89
78986,Dmitry,2026-11-09,511.169
78999,Dmitry,2026-11-01,993.773
79057,Dmitry,2026-11-08,277.382
79187,Dmitry,2026-11-06,287.201
79203,Dmitry,2026-11-03,276.76
79212,Dmitry,2026-11-05,375.865
79224,Dmitry,2026-11-09,219.193
79243,Dmitry,2026-11-03,961.85
79273,Dmitry,2026-11-04,279.194
79295,Dmitry,2026-11-01,515.859
79400,Dmitry,2026-11-01,329.587
79485,Dmitry,2026-11-07,541.691
79492,Dmitry,2026-11-08,638.856
79500,Dmitry,2026-11-10,866.373
79514,Dmitry,2026-11-03,130.028
79525,Dmitry,2026-11-06,881.476
79526,Dmitry,2026-11-06,72.9176
79533,Dmitry,2026-11-04,518.526
79542,Dmitry,2026-11-02,869.795
79543,Dmitry,2026-11-01,370.272
79552,Dmitry,2026-11-03,452.666
79591,Dmitry,2026-11-03,885.094
79627,Dmitry,2026-11-04,116.134
79637,Dmitry,2026-11-02,900.356
79668,Dmitry,2026-11-02,982.155
79674,Dmitry,2026-11-03,747.788
79676,Dmitry,2026-11-02,645.569
79687,Dmitry,2026-11-04,987.694
79713,Dmitry,2026-11-06,836.346
79719,Dmitry,2026-11-02,30.3011
79733,Dmitry,2026-11-09,841.715
79742,Dmitry,2026-11-08,771.925
79774,Dmitry,2026-11-01,420.926
79843,Dmitry,2026-11-09,410.55
79878,Dmitry,2026-11-02,316.785
79902,Dmitry,2026-11-05,68.6408
79914,Dmitry,2026-11-10,915.082
80044,Dmitry,2026-11-08,570.358
80067,Dmitry,2026-11-01,446.953
80084,Dmitry,2026-11-05,90.9978
80092,Dmitry,2026-11-01,267.612
80198,Dmitry,2026-11-09,379.327
80267,Dmitry,2026-11-04,589.125
80281,Dmitry,2026-11-05,429.866
80352,Dmitry,2026-11-10,523.331
80361,Dmitry,2026-11-05,357.164
80381,Dmitry,2026-11-02,95.7309
80392,Dmitry,2026-11-10,740.831
80393,Dmitry,2026-11-10,209.018
80407,Dmitry,2026-11-06,137.204
80462,Dmitry,2026-11-01,880.967
80470,Dmitry,2026-11-09,474.459
80506,Dmitry,2026-11-03,601.817
80520,Dmitry,2026-11-10,383.521
80522,Dmitry,2026-11-08,224.86
80568,Dmitry,2026-11-02,502.568
80595,Dmitry,2026-11-05,915.659
80625,Dmitry,2026-11-02,574.868
80666,Dmitry,2026-11-03,102.528
80667,Dmitry,2026-11-10,60.1322
80701,Dmitry,2026-11-04,236.018
80708,Dmitry,2026-11-07,789.464
80710,Dmitry,2026-11-05,607.454
80759,Dmitry,2026-11-02,308.562
80765,Dmitry,2026-11-06,94.8389
80797,Dmitry,2026-11-06,657.216
80808,Dmitry,2026-11-09,239.516
80865,Dmitry,2026-11-02,984.684
80914,Dmitry,2026-11-06,31.0823
80928,Dmitry,2026-11-02,184.172
81159,Dmitry,2026-11-01,448.089
81165,Dmitry,2026-11-10,416.561
81195,Dmitry,2026-11-05,446.404
81216,Dmitry,2026-11-07,720.725
81220,Dmitry,2026-11-02,181.57
81271,Dmitry,2026-11-08,245.911
81301,Dmitry,2026-11-09,25.4699
81306,Dmitry,2026-11-05,990.562
81312,Dmitry,2026-11-07,351.644
81324,Dmitry,2026-11-03,870.673
